validated,venue_name,venue_type,venue_address,website,events,etc,menu_url,menu_text,venue_notes,phone,email,homemade_pierogies,take_out,alcohol,lunch,handicap,publish,id,latitude,longitude
False,Hills Restaurant,Restaurant,"107 Main St, New Eagle, PA 15067",https://www.facebook.com/Hills-Restaurant-117576318259711/,"Friday Mar 2 from 10:00 AM to 8:00 PM, Friday Mar 23 from 10:00 AM to 8:00 PM, Friday Mar 16 from 10:00 AM to 8:00 PM, Friday Mar 30 from 10:00 AM to 8:00 PM, Friday Mar 9 from 10:00 AM to 8:00 PM, Friday Feb 23 from 10:00 AM to 8:00 PM, Friday Feb 16 from 10:00 AM to 8:00 PM"," Fresh Hand Breaded Haddock, Tuna Salad, Cabbage and Homemade Dumplings, Homemade Mac and Cheese, Salmon Patties, Lobster Bisque, Shrimp n a Basket, and lots more.",,,,724-258-5422,,,,,True,,False,249.0,40.206987,-79.940977
False,St. Luke,Church,421 East 38th Street. Erie PA,http://www.slserie.org/,"Friday Mar 9 from 5:00 PM to 7:00 PM, Friday Feb 23 from 5:00 PM to 7:00 PM, Friday Feb 16 from 5:00 PM to 7:00 PM, Friday Mar 2 from 5:00 PM to 7:00 PM","Takeout available after 5pm. 50-50 and Gift Basket Raffle. Hosted by the Knights of Columbus, Msrg. Robert D Goodill Council 11229",,Fish Dinner - 10. Captains Platter - 12 Shrimp Basket - 7,St Luke Cafe,814-825-7105 ,,False,True,False,False,,False,60.0,42.105262,-80.057136
False,Hookstown Volunteer Fire Department,Fire Department,"102 Silver Slipper Rd Hookstown, Pennsylvania",,,,,,,xxx-xxx-xxxx,,,,,,,False,81.0,40.58616,-80.475548
True,St. Philip- Ascension Worship Site,Church,"114 Berry St., Pittsburgh, PA",,"Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM, Friday Mar 30 from 3:00 PM to 7:00 PM, Wednesday Feb 14 from 4:00 PM to 7:00 PM",no phone orders taken,,fish sandwich; fish sandwich dinner; baked fish dinner; jumbo shrimp dinner; homemade crab cake dinner; seafood dinner; macaroni and cheese; green beans; grilled cheese; salad; soup; haluski; desserts; beverages. ,Venue is located in Connor Hall of Ascension Church,,,,True,,False,True,True,,40.449117,-80.068625
True,Most Holy Name,Church,"1515 Tinsbury Street, Pittsburgh, PA",https://www.mostholynameofjesusparish15212.org/,"Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM",When: every Friday throughout Lent except Good Friday/Times: 4-7 p.m.,,"Dinner menu, $10: fried or baked cod; crab cakes (two); breaded jumbo shrimp (six). Dinners come with choice of two sides (french fries, homemade macaroni and cheese, homemade cole slaw, applesauce, stewed tomatoes), homemade dessert, beverage (for dine-in only). A la carte menu and takeout available",school hall,,,,,,False,,True,,40.464242,-79.983391
True,Adamsburg VFD,Fire Department,"495 Edna Rd, Adamsburg, Pennsylvania 15611",https://www.facebook.com/AdamsburgVfd,"Wednesday Feb 14 from 11:00 AM to 1:00 PM, Wednesday Feb 14 from 4:00 PM to 7:00 PM, Friday Feb 16 from 11:00 AM to 1:00 PM, Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 11:00 AM to 1:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 11:00 AM to 1:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 11:00 AM to 1:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 11:00 AM to 1:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 11:00 AM to 1:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM, Friday Mar 30 from 11:00 AM to 1:00 PM, Friday Mar 30 from 4:00 PM to 7:00 PM",Joint Fish Fry w/ the High Park Volunteer Fire Department ,,See their Facebook page (https://www.facebook.com/AdamsburgVfd) for the complete menu.,,724-527-2180,,,,False,True,,True,,40.307082,-79.655381
True,St. Mary Orthodox Church,Church,"105 S. 19th St. Pittsburgh, PA 15203",http://www.stmaryorthodoxchurch.net/,"Friday Feb 16 from 11:00 AM to 7:00 PM, Friday Feb 23 from 11:00 AM to 7:00 PM, Friday Mar 2 from 11:00 AM to 7:00 PM, Friday Mar 9 from 11:00 AM to 7:00 PM, Friday Mar 16 from 11:00 AM to 7:00 PM, Friday Mar 23 from 11:00 AM to 7:00 PM, Friday Mar 30 from 11:00 AM to 7:00 PM",When: Fridays - Feb. 16 through Good Friday/Times: 11am to 7pm/,,"Fish Sandwich - $6.00
Choice of fries, cole slaw, or applesauce
Shrimp - $7.00
Choice of fries, cole slaw, or applesauce
Baked Fish - $6.00
Greek Salad - $5.00
Crab Cake - $5.00
3 Pierogi - $3.00
Halushki - $3.00
Mac & Cheese - $3.00
Pop or Water - $1.00
Various deserts
",church hall,412-431-6428,,True,True,False,True,,True,,40.42808,-79.978952
True,S&D Polish Deli,Restaurant,"2204 Penn Avenue, Pittsburgh, Pennsylvania 15222, United States",http://sdpolishdeli.com/sdpolishdeli/,"Friday Feb 16 from 12:00 PM to 3:00 PM, Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 12:00 PM to 3:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 12:00 PM to 3:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 12:00 PM to 3:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 12:00 PM to 3:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 12:00 PM to 3:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM, Friday Mar 30 from 12:00 PM to 3:00 PM, Friday Mar 30 from 4:00 PM to 7:00 PM",,https://www.facebook.com/sdpolishdelipittsburgh/photos/rpp.544254162312994/1801789979892733/?type=3&theater,"All platters come with coleslaw and haluszki or 3 pierogi or mac 'n cheese
Baked Fish Platter - $12
Fried Fish Platter - $12
Meatless Stuffed Cabbage Platter - $12
Potato Pancake Platter - $12

A la carte
Fried Fish Sandwich - $8
Mushroom Stuffed Cabbage - $4
4 Pierogi - $5
12 Pierogi - $11
Haluszki - $6 Large, $3 Small
Mac 'n Cheese - $5 Large, $3 Small
2 Potato Pancakes - $5
Coleslaw - $5 large, $3 small
Soup of the Day - $4
Dessert of the Day - $5
",Limited street parking available,412-281-2906,,True,True,False,True,True,True,,40.452261,-79.981878
True,St. Alphonsus (Wexford),Church,"201 Church St. Wexford, Pa. 15090",http://saintalphonsuswexford.org/,"Wednesday Feb 14 from 4:30 PM to 7:30 PM, Friday Feb 16 from 4:30 PM to 7:30 PM, Friday Feb 23 from 4:30 PM to 7:30 PM, Friday Mar 2 from 4:30 PM to 7:30 PM, Friday Mar 9 from 4:30 PM to 7:30 PM, Friday Mar 16 from 4:30 PM to 7:30 PM, Friday Mar 23 from 4:30 PM to 7:30 PM, Friday Mar 30 from 3:30 PM to 7:30 PM","Ash Wednesday (Feb. 14) -- Takeout only from 4:30 p.m. to 7:30 p.m. The brown-bag dinner includes a fish sandwich, macaroni and cheese and coleslaw. The price is $8. To order takeout, call 724-766-0420 or 878-208-3192 between 2 p.m. and 7 p.m. /or visit www.fish-fry.org (website will be activated by Ash Wednesday)",http://saintalphonsuswexford.org/fish-fry-2016-whats-on-the-menu-how-do-i-order-takeout/,"Adult Dinners = $10
Kids Dinners = $2

Dine-in Dinners include:
*Fried Fish or Baked Fish or Fried Shrimp or Fish Sandwich (Baked or Fried)
Mac & Cheese or French Fries or Baked Potato
Coleslaw or Applesauce
Clam Chowder or Tomato Florentine (not included in kid's meal)
Beverage and Bread

* We use Atlantic Cod because it is so delicious!

Take-out Dinners (Adult meals only)
Fried Fish or Baked Fish or Fried Shrimp or Fish Sandwich (Fried or Baked)
Mac & Cheese or French Fries or Baked Potato
Coleslaw or Applesauce
Clam Chowder or Tomato Florentine

A La Carte Items
Basket of Fried Shrimp = $6
Fish Sandwich (Fried or Baked) = $6
Fish by 8-oz. piece (Fried or Baked) = $6
Fish by pound (Fried or Baked) = $11
Mac & Cheese = $1.50
French Fries = $1.50
Baked Potato = $1.25
Coleslaw = $1.50
Applesauce = $1.00
Clam Chowder (8 oz.) = $2.50
Tomato Florentine (8 oz.) = $2.50
Extra Bun = 50 cents
Assorted Desserts = $1",Served in the school cafeteria.,724-766-0420 and 878-208-3192,N/A,,True,,False,,True,,40.627681,-80.057339
False,St. Albert the Great (Baldwin),Church,"3171 Churchview Ave. Pittsburgh, PA 15227",,,,,,,xxx-xxx-xxxx,,,,,,,False,4.0,40.386654,-79.961604
True,"St. John the Baptist, Plum",Church,"418 Unity Center Road, Pittsburgh, Pennsylvania 15239, United States",http://www.stjohnthebaptistparish.net/,"Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 2:00 AM to 7:00 PM, Friday Mar 16 from 12:00 AM to 7:00 PM, Friday Mar 23 from 12:00 AM to 7:00 PM","Live entertainment Feb. 16, March 2 and 16. Recorded music Feb. 23, March 9 and 23.",,"Regular menu includes baked or fried fish dinner (with or without bun). Fish dinners include cole slaw, beverage and choice of two sides: macaroni and cheese, french fries, haluski or green beans. Children have the choice of macaroni and cheese or pizza for their entree, and choice of one side. Dinners are $10 for adults, $4 for children. A la carte menu includes baked or fried fish sandwich for $7, plus a variety of sides (prices vary). Have a large group? You are covered with family special that includes four sandwiches (baked or fried), four cole slaws and choice of two large sides (listed above) for $35. An array of desserts will be available, as well as beer and wine.  Weekly special menu, which includes beverage and choice of two sides, $10: Feb. 16, lasagna; Feb. 23, homemade pierogies; March 2, crab cakes; March 9, ravioli; March 16, fried shrimp; March 23, rigatoni. ",In school cafeteria.,"412-793-0555, ext. 241",,True,,,,,True,,40.487594,-79.776601
False,PJ's Deli,Resturant,"Bower Hill at McLaughlin Run, Bridgeville, PA",,"Friday Mar 23 from 3:00 PM to 7:00 PM, Friday Feb 16 from 3:00 PM to 7:00 PM, Friday Feb 23 from 3:00 PM to 7:00 PM, Wednesday Feb 14 from 9:00 AM to 6:00 PM, Friday Mar 9 from 3:00 PM to 7:00 PM, Friday Mar 30 from 3:00 PM to 7:00 PM, Friday Mar 2 from 3:00 PM to 7:00 PM, Friday Mar 16 from 3:00 PM to 7:00 PM",,,,,xxx-xxx-xxxx,,,,,,,False,70.0,40.35834,-80.105278
True,St. Robert Bellarmine,Church,"1313 Fifth Avenue, North Versailles, Pennsylvania 15137, United States",,"Wednesday Feb 14 from 4:00 PM to 7:00 PM, Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM, Friday Mar 30 from 4:00 PM to 7:00 PM",Sponsored by parish's Men's Club.,,"Menu: fish dinner, $10, includes choice of baked or fried fish, shrimp or crab cake; choice of one side (french fries, pierogies, haluski), cole slaw or applesauce and dinner roll (sandwich bun available for additional 50 cents); children's fish dinner, $5.50 (smaller portion of adult fish dinner); fish sandwich, $8; grilled cheese sandwich, $1. Side dish menu, $2 each: fresh-cut french fries; pierogies; haluski. Hushpuppies, three for $1. Also featuring desserts and ice cream, with free ice cream for children 12 and under. ",,,,,True,,False,True,True,,40.378566,-79.812754
True,Rural Ridge Fire ,Fire Department,"135 Little Deer Creek Road, Rural Ridge, PA 15075",http://ruralridgevfd.org/,"Friday Feb 16 from 3:00 PM to 7:00 PM, Friday Feb 23 from 3:00 PM to 7:00 PM, Friday Mar 2 from 3:00 PM to 7:00 PM, Friday Mar 9 from 3:00 PM to 7:00 PM, Friday Mar 16 from 3:00 PM to 7:00 PM, Friday Mar 23 from 3:00 PM to 7:00 PM, Friday Mar 30 from 3:00 PM to 7:00 PM",When: Every Friday during Lent beginning February 16th including Good Friday/Times: 3 p.m. to 7 p.m.,,"Fish Combo Plain or With Cheese (Cole Slaw and Fries) $10.00
Fish Sandwich (Plain or Cheese) $ 7.00
Shrimp Basket (8 Pieces of Shrimp and Fries) $8.00
Shrimp (8 Pieces) $6.00
Chicken Basket ( 3 Chicken Strips and Fries) $7.00
Chicken Strips (3 Pieces) $5.00
Haluski / Macaroni and Cheese / Fresh Cut Fries $3.00 Each
Cole Slaw $2.00 Deviled Crab $2.50
",,(724) 265-4000,,False,True,,False,,True,,40.58562,-79.82866
True,Hiller Volunteer Fire Company,Fire Department,"911 1st Street, Hiller, Pennsylvania 15444, United States",https://www.facebook.com/hillervfc/,"Wednesday Feb 14 from 11:00 AM to 8:00 PM, Friday Feb 16 from 11:00 AM to 8:00 PM, Friday Feb 23 from 11:00 AM to 8:00 PM, Friday Mar 2 from 11:00 AM to 8:00 PM, Friday Mar 9 from 11:00 AM to 8:00 PM, Friday Mar 16 from 11:00 AM to 8:00 PM, Friday Mar 23 from 11:00 AM to 8:00 PM, Friday Mar 30 from 11:00 AM to 8:00 PM",Ash Wednesday and every Friday of Lent 11am-8pm including Good Friday,https://www.facebook.com/hillervfc/photos/rpp.715401925138294/1838493036162505/?type=3&theater,,,(724) 785-9793,,,True,,True,,True,,40.010286,-79.902608
True,St. Anthony Church,Church,"112 Bridge Street, Tionesta, Pennsylvania 16353, United States",,,When: Fridays - Feb. 16th thru Mar. 23th,,"Cost: $10.00 or $11.00
Menu:
Fried or baked fish
Choice of baked potato, Mac. & cheese or French fries
Assorted cakes
Cole slaw or applesauce
Beverages
",St. Anthony social hall, (814) 755-4321,,,,,,,True,,41.493547,-79.457597
True,American Legion Post 712,Community Organization,"650 Old Clairton Road, Pleasant Hills, Pennsylvania 15236, United States",http://www.alpost712pa.org/,"Wednesday Feb 14 from 12:00 PM to 8:00 PM, Friday Feb 16 from 12:00 PM to 8:00 PM, Friday Feb 23 from 12:00 PM to 8:00 PM, Friday Mar 2 from 12:00 PM to 8:00 PM, Friday Mar 9 from 12:00 PM to 8:00 PM, Friday Mar 16 from 12:00 PM to 8:00 PM, Friday Mar 23 from 12:00 PM to 8:00 PM, Friday Mar 30 from 12:00 PM to 8:00 PM",When: Ash Wednesday & every Friday throughout Lent including Good Friday/Times: 12PM TO 8PM,,"Menu & Cost:
Fish sandwich and slaw 8.95
Jumbo shrimp and slaw 10.95
Grilled cheese sandwich 4.00
Clam chowder soup 4.00
SIDES
Cole slaw 2.00
Mac & cheese 3.00
Fries 3.00
Haluski 3.00
Stewed tomatoes 2.00
(4) Pierogies 3.00
CONDIMENTS
Tartar & cocktail sauces
Ketchup
Hot sauce
Extra cheese .75
Extra bun .75
Take-out charge .50
",,(412) 653-1555,,,True,,True,,True,,40.324625,-79.958014
True,Ladies Auxiliary and the Derry Volunteer Fire Co #41,Fire Department,"100 West 2nd Avenue, Derry, Pennsylvania 15627, United States",,"Wednesday Feb 14 from 3:00 PM to 7:00 PM, Friday Feb 16 from 3:00 PM to 7:00 PM, Friday Feb 23 from 3:00 PM to 7:00 PM, Friday Mar 2 from 3:00 PM to 7:00 PM, Friday Mar 9 from 3:00 PM to 7:00 PM, Friday Mar 16 from 3:00 PM to 7:00 PM, Friday Mar 23 from 3:00 PM to 7:00 PM, Friday Mar 30 from 3:00 PM to 7:00 PM",When: Ash Wednesday & every Friday throughout Lent/Times: 3 - 7pm including Good Friday,,"Dinner $10 Includes:
Fish - Bakes or Fried or 5 Shrimp and choice of 2: Pierogi, Halushki, Mac N Cheese, Twice Baked Potato or Coleslaw, Dessert and a drink
Ala Carte:
Fish sandwich $6.00
(5) Shrimp $5.00
Baked Fish $5.00
Pierogi (3) $2.50
Halushki $2.50
Mac n Cheese $2.50
Twice Baked Potato $2.50
Coleslaw $1.00
Dessert $2.00
",AV Germano Hall,(724) 694-3118,,,True,,False,,True,,40.330408,-79.302356
True,Pub in the Park,Restaurant,"7034 Blackhawk Street, Pittsburgh, Pennsylvania 15218, United States",http://www.thepubinthepark.com/,,Non-smoking. Open 11am-2am.,https://www.facebook.com/Pubinthepark7034/photos/a.1549920871928302.1073741829.1548955355358187/2003365433250508/?type=3&theater,,,412-241-9242,,,True,True,True,,True,,40.421372,-79.897564
True,Original Oyster House,Restaurant,"20 Market Square, Pittsburgh, PA 15222",http://originaloysterhousepittsburgh.com/,,,http://originaloysterhousepittsburgh.com/Menu,,,412-566-7925,,,,True,True,,True,,40.440974,-80.001995
True,Shiloh Grill,Unsure / N/A,"123 Shiloh Street, Pittsburgh, PA",,,"Begins Ash Wednesday February 14.  Offered every day through Good Friday./11:30 AM - 10 PM//Monongahela Mullet Fish Sandwich Served with Fries or Coleslaw  $10.88; we also serve pierogies (which aren't made in house, but are the same that are available at S & D Polish Deli).",,,,412-431-4000,,,True,True,True,,True,,40.430918,-80.006991
False,Mahoning Township VFD,Fire Department,"570 Jackson St Edinburg, Pennsylvania",,,,,,,xxx-xxx-xxxx,,,,,,,False,119.0,41.014327,-80.434998
True,"St. Michael the Archangel, Butler - ASH WEDNESDAY ONLY",Church,"432 Centre Avenue, Butler, Pennsylvania 16001, United States",,Wednesday Feb 14 from 4:00 PM to 7:00 PM,"Ash Wednesday, Feb. 14, 4-7 p.m.",,"Menu includes baked or deep-fried fish, scalloped potatoes, green beans, cole slaw, bread and butter, dessert and beverage. Cost: $10 adult, $5 child ages 6-10; free for children 5 and under; $10 for all takeout (no fried fish).",parish hall,,,,True,,False,True,True,,40.85363,-79.88807
False,Patterson Township Vol. Fire Co.,Fire Department,"407 Darlington Rd, Beaver Falls, PA 15010",,,,,,,xxx-xxx-xxxx,,,,,,,False,76.0,40.745071,-80.333821
False,Holy Ghost Byzantine Catholic Church,Church,828 Meadow Ave. Charleroi PA 15022,,"Friday Mar 9 from 11:00 AM to 6:00 PM, Friday Feb 16 from 11:00 AM to 6:00 PM, Friday Feb 23 from 11:00 AM to 6:00 PM, Friday Mar 23 from 11:00 AM to 6:00 PM","Eat in or take out. ON THE DAY OF THE SALES, Please call the social hall for takeout orders at 724-489-0500",,"Fresh breaded one pound fish sandwich. Pirogi. Choice of frozen cabbage pirogi and or frozen lekvar. Cooked potato cheese with butter and onions or can buy frozen. We will be featuring ethnic lenten dishes on these dates.. Soups.. Lima Bean , NE Clam chowder; Halushki, Potato Pancakes, Coleslaw Macaroni with green peppers in tomato sauce. ***There will be different soups and specials for each week*** Also we will be selling Paska Bread for Easter.. (Can call ahead for advance orders)Call by March 12th and pick up on April 7th. Call to order Paska 724-258-5720 or 724-777-2092",,724-489-0500,,True,True,False,True,,False,67.0,40.139008,-79.90493
True,Church of the Resurrection Byzantine,Church,"455 Center Road, Monroeville, PA",https://resurrectionmonroeville.wordpress.com/,"Wednesday Feb 14 from 4:00 PM to 7:00 PM, Friday Feb 16 from 4:00 PM to 7:00 PM, Friday Feb 23 from 4:00 PM to 7:00 PM, Friday Mar 2 from 4:00 PM to 7:00 PM, Friday Mar 9 from 4:00 PM to 7:00 PM, Friday Mar 16 from 4:00 PM to 7:00 PM, Friday Mar 23 from 4:00 PM to 7:00 PM","FISH FRIES begin on Ash Wednesday Feb 14 and will continue each Friday of Lent except for Good Friday. In addition to our famous fried codfish, we will have baked cod, salmon patties, shrimp, pirohi, haluski, mac & cheese, and lots of baked goods.  4-7 p.m.",,,,412-372-8650,,,,,False,,True,,40.453849,-79.761257
False,Keep Pittsburgh Fishy Annual Secular Fish Fry (Good Friday Only),Resturant,"242 51st street, pittsburgh, pa",https://www.facebook.com/events/792100320951360/,Friday Mar 30 from 5:00 PM to 9:00 PM,"We're back again, and on the last day of the 2017 fish fry season!  Keep Pittsburgh Fishy is an annual secular fish fry benefiting local progressive organizations. Get your fish fry fix while supporting equality!  This year, our proceeds will benefit New Voices Pittsburgh, a local organization dedicated to the health and well-being of Black women and girls through leadership development, Human Rights and Reproductive Justice.  We'll be partnering with local restaurants to bring you some awesome side dishes to enjoy with our classic fish sandwiches and a delicious vegetarian-friendly option. In addition to that, we'll have a dessert table, raffle, photobooth, drinks, and live entertainment. This is an all-ages event!",,"$10 gets you... - Our classic spiced cornmeal-crusted FISH SANDWICH on a hearty bun with a tasty Sriracha mayo ""tartar"" sauce ~ OR ~ a vegan sun dried tomato hummus/pickled carrots/arugula sandwich prepared by 52nd Street Market http://52ndstreetmarket.com/  - Coleslaw (vegan!), prepared by Apteka http://aptekapgh.com/  - Macaroni & cheese (vegetarian!), prepared by The Vandal http://www.thevandalpgh.com/  Plus, for a few bucks more... - Desserts provided by Ben Houck - Drinks both alcoholic and non from Spirit's fully-stocked bar (don't forget your ID!)",,xxx-xxx-xxxx,,,,,,,False,323.0,40.47834,-79.955693
